Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
12,76,16,80,overcast,1001.06,2,Winter,1.5,coastal,Rainy
-5,94,14.5,57,overcast,999.98,0,Winter,3.5,inland,Snowy
-4,66,11.5,70,overcast,995.27,0,Winter,4,mountain,Snowy
25,78,9.5,91,overcast,990.37,0,Winter,3.5,inland,Rainy
21,66,0.5,74,overcast,927.33,13,Summer,19,inland,Sunny
16,73,15,25,partly cloudy,1001.1,3,Autumn,8,inland,Cloudy
25,24,7.5,6,clear,1021.55,10,Summer,6.5,mountain,Sunny
-3,81,16,88,overcast,995.02,1,Winter,3,mountain,Snowy
17,63,4.5,35,overcast,1014.36,3,Summer,7.5,mountain,Cloudy
-10,72,1,94,overcast,995.23,0,Winter,2,inland,Snowy
21,67,6,40,partly cloudy,1014.39,3,Autumn,6.5,coastal,Cloudy
34,74,0,87,overcast,1156.05,4,Autumn,14.5,mountain,Rainy
33,96,12,104,overcast,999.8,13,Autumn,1.5,mountain,Rainy
35,62,9,11,clear,1027.05,10,Autumn,8,mountain,Sunny
-6,85,4.5,92,overcast,993.68,1,Winter,3.5,inland,Snowy
33,67,2.5,13,clear,1024.45,10,Autumn,5.5,inland,Sunny
25,62,12,46,overcast,1001.77,4,Winter,7,mountain,Cloudy
-4,103,5,91,overcast,986.06,12,Winter,0.5,inland,Snowy
32,66,14,90,overcast,990.8,1,Autumn,1.5,coastal,Rainy
17,98,18,90,partly cloudy,1007.51,7,Spring,5.5,coastal,Cloudy
38,32,2,18,partly cloudy,1014.43,11,Summer,5.5,inland,Sunny
-1,63,10,90,overcast,990.95,1,Winter,4.5,mountain,Snowy
31,78,8,37,overcast,1006.95,3,Spring,9,mountain,Cloudy
15,62,14.5,81,partly cloudy,1006.97,3,Winter,4,inland,Rainy
25,78,9.5,12,partly cloudy,1002.12,3,Summer,5.5,inland,Cloudy
41,73,6.5,96,partly cloudy,1015.62,10,Autumn,4,coastal,Sunny
-7,69,18,53,overcast,992.92,1,Winter,3.5,inland,Snowy
42,21,1,4,clear,1028.97,11,Winter,5.5,coastal,Sunny
16,57,4.5,46,overcast,1009.77,4,Spring,5,inland,Cloudy
33,56,6.5,1,clear,1029.19,9,Spring,9,mountain,Sunny
19,73,3,81,cloudy,877.77,0,Winter,1,coastal,Sunny
27,100,18,76,partly cloudy,1008.25,5,Autumn,10.5,coastal,Cloudy
12,96,5.5,84,overcast,1010.32,3,Autumn,4.5,coastal,Rainy
11,73,5.5,65,overcast,1015.14,2,Winter,1,coastal,Rainy
23,62,8,91,overcast,1004.57,2,Summer,5,mountain,Rainy
57,81,27.5,82,overcast,1011.1,10,Winter,2.5,coastal,Rainy
65,83,16.5,86,partly cloudy,1012.01,5,Spring,9,mountain,Cloudy
38,37,5,2,partly cloudy,1026.16,8,Summer,7,inland,Sunny
29,66,1,12,overcast,1005.8,3,Autumn,5.5,inland,Cloudy
44,67,1.5,8,partly cloudy,1021.24,9,Autumn,9,coastal,Sunny
20,61,2.5,2,partly cloudy,1029.84,6,Winter,5,coastal,Sunny
-5,69,9,52,overcast,984.19,1,Winter,2,mountain,Snowy
24,51,1,11,clear,1016.66,11,Spring,6,inland,Sunny
11,99,17.5,56,overcast,994.66,0,Summer,4.5,inland,Rainy
9,57,1.5,33,cloudy,1076.91,10,Winter,16,coastal,Rainy
12,53,7,22,partly cloudy,1012.93,3,Spring,5.5,mountain,Cloudy
41,20,6.5,3,partly cloudy,1024.98,10,Spring,10,inland,Sunny
-3,97,4.5,77,overcast,985.01,1,Winter,4.5,inland,Snowy
15,72,35.5,99,overcast,1012.96,1,Autumn,5,inland,Rainy
1,73,7,98,overcast,989.18,0,Winter,2.5,mountain,Snowy
21,32,2.5,3,clear,1026.93,6,Spring,5.5,mountain,Sunny
28,26,8,15,partly cloudy,1025.25,11,Summer,6.5,coastal,Sunny
34,74,2,24,partly cloudy,1005.49,2,Winter,5.5,coastal,Cloudy
23,54,5,19,clear,1023.24,10,Autumn,6.5,mountain,Sunny
26,77,11.5,45,overcast,1019.53,1,Winter,7.5,mountain,Cloudy
28,65,0.5,16,partly cloudy,1027.22,11,Autumn,8,inland,Sunny
20,67,13,47,partly cloudy,1013.74,3,Spring,8,inland,Cloudy
27,54,1,13,partly cloudy,1009.82,2,Summer,5.5,coastal,Cloudy
-11,37,10,82,overcast,898.18,5,Spring,17,inland,Rainy
4,65,16.5,91,overcast,982.75,0,Winter,3,inland,Snowy
26,60,6,27,partly cloudy,843.88,14,Summer,9.5,coastal,Snowy
38,78,3.5,85,overcast,1187.42,0,Winter,5,coastal,Snowy
24,101,27.5,86,partly cloudy,1007.51,14,Summer,3,coastal,Cloudy
-6,97,5.5,61,overcast,996.98,0,Winter,3,mountain,Snowy
-7,70,5,82,partly cloudy,999.14,1,Winter,2,mountain,Snowy
25,47,5,10,clear,1026.95,6,Winter,10,coastal,Sunny
14,90,5.5,73,overcast,1018.61,3,Winter,5,coastal,Rainy
-16,25,12,92,cloudy,846.18,6,Winter,13.5,mountain,Rainy
25,76,2.5,44,overcast,1019.94,3,Spring,5.5,coastal,Cloudy
21,79,11.5,13,partly cloudy,1009.44,3,Winter,6.5,inland,Cloudy
24,67,9.5,14,clear,1013.7,9,Summer,7,coastal,Sunny
13,67,7,21,overcast,1018.83,1,Winter,8.5,coastal,Cloudy
57,109,13.5,109,overcast,999.4,4,Summer,4,inland,Rainy
-15,79,14.5,28,overcast,1181.13,11,Spring,0.5,coastal,Cloudy
76,82,14,106,clear,1023.29,12,Winter,8,coastal,Sunny
77,101,11,95,partly cloudy,1024.51,2,Winter,7.5,coastal,Sunny
60,80,30,96,partly cloudy,1012.37,0,Spring,1,mountain,Cloudy
33,36,5,9,partly cloudy,1019.54,9,Spring,5.5,inland,Sunny
-3,98,6.5,85,overcast,983.69,1,Winter,5,inland,Snowy
48,22,14,51,partly cloudy,1050.12,2,Summer,1,mountain,Snowy
17,68,17,58,partly cloudy,994.11,0,Winter,4,coastal,Rainy
10,57,13,34,partly cloudy,1012.71,2,Spring,5,coastal,Cloudy
40,33,10,0,partly cloudy,1012.92,9,Spring,9,coastal,Sunny
-4,60,14,87,overcast,996.73,1,Winter,2.5,mountain,Snowy
24,49,2,2,clear,1014.9,8,Spring,8,inland,Sunny
14,94,11,63,overcast,1000.9,2,Winter,4,inland,Rainy
37,86,9,93,clear,1017.87,6,Summer,6,mountain,Sunny
22,86,17,65,overcast,1018.21,0,Winter,1,coastal,Rainy
13,61,2,21,partly cloudy,1010.91,4,Spring,6.5,inland,Cloudy
28,85,15.5,93,partly cloudy,1013.07,12,Autumn,10,inland,Cloudy
30,48,1.5,16,partly cloudy,1023.73,11,Autumn,5.5,inland,Sunny
42,21,7,14,clear,1015.04,9,Summer,6,inland,Sunny
3,60,18,61,partly cloudy,990.68,1,Winter,2.5,inland,Snowy
23,96,12,75,overcast,998.31,2,Winter,2,inland,Rainy
4,89,10.5,89,overcast,981.38,6,Winter,0.5,inland,Snowy
12,63,14,47,partly cloudy,1017.14,2,Spring,7.5,coastal,Cloudy
30,68,7,15,overcast,1016.01,3,Autumn,8,coastal,Cloudy
23,31,7.5,0,clear,1015.02,10,Spring,7,coastal,Sunny
14,72,10,19,partly cloudy,1001.46,4,Autumn,8,inland,Cloudy
-4,38,11,77,partly cloudy,1111.95,3,Winter,17,inland,Sunny
32,41,3.5,9,clear,1016.91,8,Autumn,9,coastal,Sunny
34,53,2.5,19,clear,1027.71,10,Winter,8.5,mountain,Sunny
-10,72,6.5,98,overcast,988.11,0,Winter,4,inland,Snowy
16,71,19,70,overcast,1008.4,2,Summer,2.5,mountain,Rainy
-5,88,19.5,71,overcast,997.25,0,Winter,3.5,mountain,Snowy
13,77,14,48,partly cloudy,1017.33,2,Winter,6,inland,Cloudy
32,51,12.5,41,partly cloudy,1017.59,3,Autumn,8.5,mountain,Cloudy
15,60,10.5,16,partly cloudy,1009.03,2,Winter,6,mountain,Cloudy
26,77,15.5,69,partly cloudy,1003.71,3,Spring,2.5,coastal,Rainy
15,99,11,55,overcast,990.28,2,Summer,1.5,mountain,Rainy
-10,74,13.5,83,partly cloudy,998.28,0,Winter,2.5,mountain,Snowy
-19,34,15,98,overcast,1110.32,12,Spring,3,coastal,Sunny
31,90,5,57,partly cloudy,996.58,3,Spring,5,inland,Rainy
0,92,7,92,overcast,994.14,0,Winter,1,inland,Snowy
0,80,18,90,overcast,994.11,0,Winter,3.5,mountain,Snowy
28,54,3,18,partly cloudy,1014.78,8,Summer,9,mountain,Sunny
16,64,2,48,overcast,1000.6,1,Spring,6.5,coastal,Cloudy
21,78,1,20,partly cloudy,1017.16,2,Spring,6,inland,Cloudy
18,63,5,24,partly cloudy,1005.59,4,Winter,8,inland,Cloudy
30,76,11.5,45,partly cloudy,1019.22,2,Autumn,6.5,inland,Cloudy
20,78,13,71,overcast,994.21,0,Winter,4,mountain,Rainy
10,71,10.5,33,overcast,1017.97,1,Summer,6,coastal,Cloudy
10,71,13.5,72,partly cloudy,991.05,2,Summer,4,coastal,Rainy
-2,95,18.5,50,overcast,994.53,0,Winter,4,inland,Snowy
11,54,1,25,partly cloudy,1003.95,1,Autumn,8,coastal,Cloudy
16,97,12,89,partly cloudy,1002.71,2,Autumn,3,inland,Rainy
25,28,0,0,clear,1018.63,7,Spring,7.5,mountain,Sunny
15,67,2.5,48,overcast,1006.11,4,Autumn,8,coastal,Cloudy
23,56,13,16,partly cloudy,1015.31,3,Summer,7,coastal,Cloudy
17,25,4,12,cloudy,975.85,5,Autumn,12.5,mountain,Sunny
38,35,3,9,clear,1022.33,8,Summer,6.5,mountain,Sunny
36,56,0,2,clear,1020.01,10,Spring,6,coastal,Sunny
-4,91,10.5,57,overcast,988.43,0,Winter,2,inland,Snowy
23,47,7,14,partly cloudy,1026.61,6,Spring,9.5,coastal,Sunny
27,79,3.5,18,partly cloudy,1003.54,1,Winter,6.5,inland,Cloudy
38,56,1,13,clear,1017,9,Autumn,7,coastal,Sunny
-8,93,7,89,overcast,985.65,1,Winter,2.5,mountain,Snowy
-4,70,17,52,partly cloudy,980.7,0,Winter,4,mountain,Snowy
-3,85,19,88,partly cloudy,999.98,0,Winter,4.5,inland,Snowy
23,78,6.5,53,partly cloudy,996.5,3,Summer,1,inland,Rainy
-8,97,17,92,overcast,982.59,1,Winter,4,mountain,Snowy
26,60,8.5,25,overcast,1019.64,2,Autumn,6,mountain,Cloudy
42,20,4.5,9,partly cloudy,1028.46,8,Winter,5,inland,Sunny
28,70,11,86,overcast,1014.57,0,Spring,3,coastal,Rainy
13,64,10,19,partly cloudy,1004.04,3,Spring,6,inland,Cloudy
55,89,16.5,93,partly cloudy,1006.96,12,Summer,8.5,mountain,Cloudy
41,39,3,0,clear,1013.5,6,Winter,6,mountain,Sunny
12,74,6.5,76,overcast,1009.38,3,Winter,5,mountain,Rainy
-5,106,32.5,102,overcast,987.89,2,Winter,0.5,inland,Snowy
24,71,10.5,11,cloudy,920.09,12,Winter,7.5,coastal,Cloudy
-5,83,19,89,partly cloudy,994.15,1,Winter,3,mountain,Snowy
24,75,4,13,partly cloudy,1017.97,3,Autumn,8.5,mountain,Cloudy
20,61,10.5,30,partly cloudy,1010.65,3,Summer,6,inland,Cloudy
70,89,14.5,105,overcast,1011.2,14,Winter,4,inland,Rainy
30,89,19,86,overcast,1010.22,0,Spring,2.5,mountain,Rainy
11,53,6.5,26,partly cloudy,1018.19,4,Summer,7.5,coastal,Cloudy
-2,67,3,80,overcast,990.02,1,Winter,5,mountain,Snowy
27,63,6,80,overcast,1005.8,0,Winter,3.5,coastal,Rainy
20,85,33,86,partly cloudy,997.36,0,Summer,2.5,coastal,Rainy
22,38,10,0,clear,1027.37,9,Winter,9,inland,Sunny
36,67,8,93,partly cloudy,909.35,1,Summer,15,inland,Rainy
31,75,13,61,overcast,1017.43,3,Summer,4,inland,Rainy
33,27,8.5,11,clear,1026.22,6,Winter,9.5,mountain,Sunny
2,98,6.5,89,overcast,995.47,1,Winter,1.5,mountain,Snowy
27,51,9,4,clear,1010.29,8,Winter,7,mountain,Sunny
18,53,12,49,partly cloudy,1008.45,4,Winter,9,inland,Cloudy
27,72,14.5,17,partly cloudy,1008.71,2,Summer,8,inland,Cloudy
-1,96,15.5,94,overcast,989.32,1,Winter,2.5,inland,Snowy
21,72,7.5,42,overcast,1005.63,1,Summer,7.5,inland,Cloudy
35,97,18.5,96,partly cloudy,1014,9,Autumn,9.5,coastal,Cloudy
44,61,1,13,clear,1027.37,6,Spring,9,inland,Sunny
29,109,21,93,partly cloudy,1018.98,9,Winter,7.5,inland,Cloudy
40,46,2.5,3,clear,1020.05,6,Summer,5.5,mountain,Sunny
23,30,9.5,4,clear,1014.54,10,Winter,8.5,inland,Sunny
-3,68,1,50,overcast,993.39,1,Winter,4,inland,Snowy
24,78,8,29,overcast,1007.48,2,Winter,5,inland,Cloudy
0,60,14,98,overcast,988.07,1,Winter,1.5,mountain,Snowy
21,76,3,101,overcast,1010.35,1,Autumn,10,mountain,Cloudy
-12,59,12.5,56,cloudy,1112.01,4,Winter,1.5,mountain,Sunny
29,74,2.5,29,overcast,1002.41,4,Spring,7,inland,Cloudy
26,61,19.5,78,partly cloudy,1001.66,3,Winter,4.5,inland,Rainy
73,101,17,91,clear,1024.85,4,Winter,2,inland,Sunny
27,65,6.5,84,partly cloudy,1010.16,1,Spring,2,mountain,Rainy
-9,98,15.5,95,overcast,988.17,1,Winter,5,inland,Snowy
-6,71,8.5,96,overcast,985.8,0,Winter,2.5,inland,Snowy
13,53,6,79,cloudy,889.61,12,Spring,1,inland,Sunny
27,46,6.5,8,partly cloudy,1012.02,8,Winter,7.5,coastal,Sunny
22,54,6.5,2,partly cloudy,1022.38,9,Autumn,5.5,coastal,Sunny
27,68,12,23,overcast,819.83,8,Autumn,2,mountain,Cloudy
20,85,8.5,81,overcast,1014.67,3,Winter,1,coastal,Rainy
42,66,7,19,partly cloudy,1018.47,9,Winter,5.5,coastal,Sunny
0,79,9,92,overcast,996.34,2,Winter,4.5,inland,Snowy
43,20,9,2,clear,1016.94,6,Spring,5.5,inland,Sunny
-2,83,9,63,overcast,983.32,1,Winter,2.5,inland,Snowy
34,75,6,16,partly cloudy,1001.93,4,Spring,7.5,mountain,Cloudy
26,34,1,10,partly cloudy,1010.31,5,Winter,8,coastal,Sunny
17,66,15.5,95,overcast,1014.99,2,Autumn,2.5,coastal,Rainy
28,82,12.5,89,overcast,1013.37,0,Winter,1.5,mountain,Rainy
-7,63,17.5,67,overcast,980.41,1,Winter,2,inland,Snowy
36,36,7,72,overcast,986.32,8,Autumn,5.5,inland,Sunny
4,91,6,99,overcast,989.59,0,Winter,4.5,mountain,Snowy
-9,91,4,56,overcast,998.74,1,Winter,2.5,inland,Snowy
31,51,6.5,17,clear,1010.32,11,Autumn,10,coastal,Sunny
-7,68,6.5,72,partly cloudy,987.59,0,Winter,5,mountain,Snowy
16,74,10.5,25,overcast,1010.3,4,Spring,6.5,inland,Cloudy
20,23,9.5,58,partly cloudy,997.17,0,Winter,3,coastal,Snowy
6,81,2.5,109,overcast,994.04,14,Winter,2.5,inland,Snowy
36,22,1,12,clear,1023.33,8,Autumn,8,inland,Sunny
26,58,1,19,partly cloudy,1013.17,9,Spring,6,coastal,Sunny
-9,96,2,56,overcast,998.94,1,Winter,2.5,mountain,Snowy
42,44,5,17,clear,1015.53,6,Autumn,8,coastal,Sunny
16,82,17,97,overcast,990.75,2,Summer,3.5,inland,Rainy
24,98,11.5,63,partly cloudy,1017.39,2,Autumn,1.5,inland,Rainy
5,106,20,82,overcast,981.79,8,Winter,0.5,inland,Snowy
25,23,4.5,13,clear,1014.45,11,Summer,6.5,inland,Sunny
11,65,7.5,73,overcast,1002.92,2,Winter,3.5,inland,Rainy
-17,58,12.5,86,overcast,999.82,2,Spring,16.5,coastal,Rainy
18,34,11.5,93,partly cloudy,830.46,7,Spring,13,coastal,Snowy
43,45,3.5,15,clear,1025.24,6,Spring,8.5,mountain,Sunny
23,35,3,9,clear,1029.35,7,Winter,7.5,mountain,Sunny
26,68,5,44,overcast,1005.29,3,Autumn,7.5,coastal,Cloudy
42,68,8,78,partly cloudy,809.25,0,Winter,0.5,inland,Rainy
24,44,8,1,clear,1021.87,6,Spring,9.5,coastal,Sunny
-6,76,1,98,overcast,991.76,1,Winter,4,mountain,Snowy
38,40,9,52,overcast,902.13,10,Winter,8,inland,Rainy
34,51,10,13,cloudy,957.62,7,Spring,8.5,inland,Cloudy
46,23,0,51,cloudy,852.2,8,Summer,16,inland,Cloudy
28,20,5.5,6,clear,1012.95,5,Summer,8.5,inland,Sunny
12,68,11.5,99,cloudy,929.14,11,Spring,2,inland,Rainy
66,107,13,109,partly cloudy,1014.55,6,Summer,7,mountain,Cloudy
-2,50,4.5,13,overcast,1149.07,6,Winter,5,mountain,Cloudy
37,51,9.5,5,clear,1025.58,5,Autumn,8.5,mountain,Sunny
32,22,7.5,16,partly cloudy,1013.16,10,Winter,8,coastal,Sunny
-7,61,2.5,79,overcast,990.5,0,Winter,3.5,inland,Snowy
4,72,15.5,85,partly cloudy,987.58,0,Winter,1.5,inland,Snowy
33,98,10,65,partly cloudy,1019.95,3,Autumn,3,mountain,Rainy
4,99,8,72,overcast,994.81,0,Winter,3,mountain,Snowy
31,37,9.5,7,clear,1029.3,8,Winter,8,coastal,Sunny
0,85,7.5,97,overcast,991.21,0,Winter,1.5,inland,Snowy
24,69,1.5,40,overcast,1016.15,2,Winter,8.5,mountain,Cloudy
42,55,8,12,clear,1019.58,6,Spring,8.5,mountain,Sunny
21,89,13,85,partly cloudy,1006.31,2,Spring,4,inland,Rainy
22,63,12.5,53,overcast,999.26,2,Spring,4.5,mountain,Rainy
31,62,9.5,34,partly cloudy,1013.78,2,Winter,5,coastal,Cloudy
14,79,5,69,overcast,1013.9,1,Summer,3,coastal,Rainy
27,104,21.5,100,overcast,994.34,6,Autumn,3.5,inland,Rainy
2,72,12.5,90,overcast,998.38,1,Winter,2.5,mountain,Snowy
22,77,13,36,partly cloudy,1019.44,2,Winter,5,inland,Cloudy
-13,77,6.5,98,partly cloudy,892.62,3,Winter,5,mountain,Snowy
-7,63,19,70,overcast,999.25,0,Winter,4.5,inland,Snowy
42,58,6,3,clear,1024.36,9,Winter,8,inland,Sunny
36,22,0,3,clear,1012.66,10,Spring,9,inland,Sunny
12,50,3.5,25,overcast,1016.78,1,Summer,6,inland,Cloudy
11,96,6,69,overcast,990.04,3,Spring,1,inland,Rainy
4,62,4.5,95,overcast,872.6,2,Spring,10,inland,Rainy
0,63,18,54,overcast,986.52,0,Winter,4,inland,Snowy
22,57,3.5,17,clear,1012.94,11,Summer,9,inland,Sunny
29,42,0,14,partly cloudy,1029.98,7,Spring,7.5,mountain,Sunny
18,64,12,19,partly cloudy,1005.91,3,Summer,5.5,mountain,Cloudy
28,59,13,25,partly cloudy,1010.5,3,Summer,8,coastal,Cloudy
10,76,11,12,overcast,1003.75,2,Summer,7.5,inland,Cloudy
11,50,10.5,43,partly cloudy,1001.03,3,Spring,8,coastal,Cloudy
-2,79,7.5,75,overcast,988.72,0,Winter,3.5,mountain,Snowy
24,28,4,3,clear,1026.76,9,Winter,6,inland,Sunny
30,57,5.5,26,overcast,1001.03,3,Spring,8.5,inland,Cloudy
18,68,3,36,partly cloudy,1005.69,1,Winter,5.5,coastal,Cloudy
10,65,7,21,overcast,1012.63,1,Summer,8,inland,Cloudy
3,85,14.5,87,overcast,980.37,1,Winter,1,inland,Snowy
2,62,9,71,overcast,998.28,0,Winter,1,inland,Snowy
10,76,18,86,overcast,1008.39,0,Winter,5,mountain,Rainy
14,60,4.5,23,overcast,1019.56,1,Summer,6.5,coastal,Cloudy
18,64,15.5,96,overcast,997.09,1,Winter,4.5,inland,Rainy
4,88,10,86,overcast,998.67,0,Winter,1.5,mountain,Snowy
36,30,2,17,clear,1029.9,11,Autumn,5.5,inland,Sunny
-6,99,41,102,overcast,999.49,12,Winter,0.5,inland,Snowy
38,62,0.5,6,partly cloudy,1014.63,9,Autumn,8,coastal,Sunny
11,55,0.5,16,overcast,1016.35,4,Spring,6.5,inland,Cloudy
31,59,11,44,partly cloudy,1002.75,4,Summer,8,mountain,Cloudy
33,30,5.5,92,cloudy,1186.34,10,Spring,7.5,inland,Snowy
10,60,2.5,20,overcast,1000.1,1,Winter,8.5,coastal,Cloudy
18,77,13.5,25,partly cloudy,1006.22,4,Autumn,5.5,mountain,Cloudy
24,69,8,52,overcast,1011.15,0,Summer,1.5,inland,Rainy
1,92,11,80,partly cloudy,999.17,0,Winter,4,mountain,Snowy
10,55,13,21,partly cloudy,1017.82,2,Summer,8.5,mountain,Cloudy
26,39,9.5,6,clear,1028.53,7,Spring,9,coastal,Sunny
32,39,7.5,3,clear,1021.43,9,Autumn,5.5,inland,Sunny
11,67,15,88,overcast,1000.85,2,Autumn,1.5,inland,Rainy
-10,89,3.5,92,overcast,980.34,0,Winter,2.5,inland,Snowy
24,67,12.5,58,overcast,1013.67,0,Winter,4,mountain,Rainy
0,69,6,98,overcast,997.78,0,Winter,4.5,inland,Snowy
37,29,6,17,clear,1028.59,5,Autumn,9.5,coastal,Sunny
29,63,10.5,76,overcast,945.26,14,Summer,7,coastal,Rainy
-13,61,2,81,partly cloudy,908.07,6,Autumn,11,inland,Cloudy
14,76,4,47,overcast,1017.23,1,Summer,7.5,mountain,Cloudy
36,29,7.5,8,partly cloudy,1025.76,9,Summer,8,inland,Sunny
35,63,6,10,clear,1015.73,5,Spring,8,inland,Sunny
21,94,17.5,81,overcast,1011.44,2,Summer,3.5,inland,Rainy
41,31,1.5,7,clear,1028.34,5,Summer,6,mountain,Sunny
22,48,2,18,clear,1015.1,7,Spring,9,coastal,Sunny
21,62,2.5,5,partly cloudy,1021.28,10,Spring,9.5,mountain,Sunny
19,57,13,17,partly cloudy,1014.16,3,Autumn,8,mountain,Cloudy
32,61,16.5,72,overcast,1008.85,1,Spring,2,inland,Rainy
-10,69,12,86,overcast,985.56,1,Winter,1,inland,Snowy
4,55,4.5,90,partly cloudy,1171.78,0,Spring,10,coastal,Snowy
27,53,13,29,partly cloudy,1018.62,4,Autumn,6.5,inland,Cloudy
41,45,1.5,14,partly cloudy,1016.79,8,Spring,9,mountain,Sunny
1,76,20,91,overcast,984.85,0,Winter,1.5,mountain,Snowy
25,94,13.5,99,overcast,1005.95,10,Spring,1.5,mountain,Cloudy
-1,43,9.5,70,overcast,964.74,4,Autumn,8,coastal,Snowy
15,58,6,11,partly cloudy,1012.18,1,Spring,7.5,inland,Cloudy
4,63,2,74,overcast,995.02,1,Winter,1,inland,Snowy
29,37,4,6,partly cloudy,1015.28,10,Spring,7,coastal,Sunny
47,92,0,78,clear,1024.73,12,Summer,4,mountain,Sunny
-10,85,19,71,overcast,989.02,0,Winter,2.5,mountain,Snowy
15,79,16,72,partly cloudy,997.07,3,Winter,4,mountain,Rainy
-5,60,2,94,overcast,993.24,1,Winter,3,inland,Snowy
30,76,8,44,partly cloudy,1019.75,4,Autumn,5.5,coastal,Cloudy
32,62,0.5,1,clear,1024.59,11,Winter,6.5,mountain,Sunny
-2,91,14.5,69,overcast,998.51,1,Winter,3,mountain,Snowy
33,85,9,54,overcast,1007.49,1,Winter,1.5,inland,Rainy
-6,97,7,52,overcast,985.41,0,Winter,3,mountain,Snowy
-4,67,5.5,62,overcast,987.01,1,Winter,4.5,mountain,Snowy
30,72,6.5,94,overcast,999.3,0,Summer,5,mountain,Rainy
30,68,17,74,overcast,1017.1,2,Autumn,3.5,mountain,Rainy
60,109,10,105,partly cloudy,1017.33,10,Autumn,6.5,mountain,Sunny
28,62,6.5,69,overcast,994.82,1,Winter,3,mountain,Rainy
-1,72,13,74,overcast,986.98,1,Winter,1,mountain,Snowy
36,47,4.5,37,partly cloudy,1087.2,5,Summer,13.5,inland,Rainy
27,57,9,8,clear,1012.13,11,Summer,6,mountain,Sunny
27,56,11,16,partly cloudy,1014.73,4,Winter,6.5,coastal,Cloudy
25,84,15.5,91,clear,1018.5,6,Summer,8,inland,Sunny
21,50,0,9,clear,1011.39,7,Summer,6.5,coastal,Sunny
67,95,41.5,79,partly cloudy,1002.83,9,Summer,3,inland,Rainy
2,65,19,63,partly cloudy,990.69,1,Winter,4.5,mountain,Snowy
-9,79,3.5,92,overcast,990.14,1,Winter,1.5,inland,Snowy
22,74,5.5,25,partly cloudy,1019.5,2,Spring,7,coastal,Cloudy
18,68,19,85,overcast,992.68,1,Autumn,1.5,mountain,Rainy
21,30,4,8,clear,1021.37,5,Autumn,9,inland,Sunny
28,99,11,82,partly cloudy,1008.11,3,Autumn,4.5,coastal,Rainy
13,71,6,54,overcast,1011.35,3,Winter,1.5,coastal,Rainy
24,50,9.5,10,partly cloudy,1010.49,7,Spring,7,coastal,Sunny
44,45,3.5,14,partly cloudy,1024.65,7,Spring,8,mountain,Sunny
25,75,11,67,overcast,1032.76,13,Summer,3.5,coastal,Snowy
9,77,8.5,21,overcast,887.74,5,Summer,14,mountain,Snowy
42,59,10.5,17,overcast,1149.76,13,Winter,1,inland,Sunny
18,94,18.5,67,overcast,1019.23,3,Spring,2.5,coastal,Rainy
35,25,1.5,94,cloudy,800.23,4,Spring,5,coastal,Snowy
14,73,8.5,64,overcast,1001.87,3,Summer,2.5,inland,Rainy
25,30,1.5,18,clear,1013.47,10,Autumn,7.5,inland,Sunny
16,71,15,43,partly cloudy,1007.61,2,Spring,5.5,coastal,Cloudy
26,97,18,61,partly cloudy,1019.45,3,Winter,1.5,mountain,Rainy
19,98,13,82,overcast,1018,3,Autumn,3.5,mountain,Rainy
-10,76,4.5,99,overcast,982.04,1,Winter,2,mountain,Snowy
4,70,5.5,56,overcast,982.94,1,Winter,4,mountain,Snowy
-8,86,19.5,97,overcast,980.75,1,Winter,1,inland,Snowy
-3,83,16,90,overcast,991.07,0,Winter,3,inland,Snowy
27,61,2.5,51,cloudy,1045.38,4,Summer,7,inland,Cloudy
15,79,7.5,39,overcast,1018.48,1,Winter,9,coastal,Cloudy
38,47,3,18,partly cloudy,1015.46,5,Autumn,6.5,mountain,Sunny
21,92,7.5,69,overcast,996.42,2,Summer,2,coastal,Rainy
-7,94,3,98,overcast,994.79,0,Winter,4.5,mountain,Snowy
21,84,2.5,87,clear,1025.02,4,Autumn,4,coastal,Sunny
21,93,13.5,87,overcast,1016.31,1,Winter,1.5,coastal,Rainy
21,76,11.5,30,partly cloudy,1003.34,3,Winter,6,inland,Cloudy
0,68,16,91,overcast,998.36,1,Winter,2,mountain,Snowy
36,26,9,5,clear,1016.29,6,Winter,6,coastal,Sunny
64,109,35.5,95,partly cloudy,1003.19,12,Autumn,4.5,mountain,Cloudy
24,69,4,12,clear,1027.77,10,Spring,9.5,coastal,Sunny
34,95,15.5,90,clear,1016.63,11,Spring,11.5,coastal,Sunny
33,49,9,5,clear,1022.71,9,Summer,9,coastal,Sunny
46,81,20.5,107,partly cloudy,1005.27,14,Summer,4,inland,Cloudy
-3,90,16.5,55,overcast,988.24,1,Winter,1.5,inland,Snowy
13,56,3.5,15,partly cloudy,1002.48,2,Summer,7,inland,Cloudy
41,101,19,78,clear,1023.28,9,Winter,3.5,coastal,Sunny
27,85,10,68,overcast,1015.94,0,Summer,3.5,mountain,Rainy
-10,79,18.5,96,partly cloudy,986.35,0,Winter,1.5,mountain,Snowy
10,97,6,94,overcast,1002.36,0,Autumn,4.5,mountain,Rainy
21,33,3,3,clear,1021.58,7,Autumn,6.5,coastal,Sunny
-8,33,5,14,partly cloudy,1135.31,9,Spring,16,inland,Snowy
20,69,17,87,overcast,1007.12,3,Winter,2.5,mountain,Rainy
